Mais pourquoi l’islam vous dérange autant ? Je ne comprends pas expliquez moi. Peut être Parceque vous détestez les arabes et que vous cachez votre racisme derrière l’islamophobie ? J’ai besoin de réponses,['arabes']
RT @CedricHerrou: Jamais eu autant de soutien avant un procès que celui-ci . Je me demande si c'est pour me soutenir ou par détestation d'…,['arabes']
RT @CedricHerrou: Jamais eu autant de soutien avant un procès que celui-ci . Je me demande si c'est pour me soutenir ou par détestation d'…,['arabes']
"on y peut rien bientôt nous aurons un president , des ministres , des députes , des sénateurs etc ... noirs ou arabes , les blancs c'est fini !!!! les églises deviendrons des mosquées et tu sera obligé de faire ramadan et ta femme portera le voile https://t.co/QKsCZm8p5P",['arabes']
RT @JordanSumbu: Rien de drôle. Détournement cognitif en utilisant le fait d’être ‘Africain’ juste après avoir dit que tout les noirs se re…,['arabes']
@Dreex16 @Arthur_C__ @prixnobelge @SuperAmineBros @ConflitsFrance Les arabes sont aussi hamites,['arabes']
"La fabrication d'un ennemi politique est une nécessité pour justifier les décisions antidémocratiques, détourner des vrais enjeux, manipuler l'opinion ... 

Avant c'etait les juifs, les communistes, les arabes, maintenant les musulmans, à qui le tour demain https://t.co/dtpkwhbUay",['arabes']
"RT @MarianneleMag: 2011-2021 : les printemps arabes, leurs hivers et leurs moissons https://t.co/xQpTJi9o8o",['arabes']
"RT @MarianneleMag: 2011-2021 : les printemps arabes, leurs hivers et leurs moissons https://t.co/xQpTJi9o8o",['arabes']
"@ATitan75 Donc pour se venger d'un attentat la réponse c'est de se mettre à la frontière et de contrôler les noires et les arabes ? Si tu cède à la haine tu céde aussi à la peur et donc tu ne fais qu'obeir au terrorisme, tu fais leur jeu.",['arabes']
"RT @sapiosuccubus: Puceau passé 30 ans ? 

Laisse tomber, t'es irrécupérable. 
Si personne t'a baisé depuis, c'est bien que t'es absolument…",['baisable']
"RT @sapiosuccubus: Puceau passé 30 ans ? 

Laisse tomber, t'es irrécupérable. 
Si personne t'a baisé depuis, c'est bien que t'es absolument…",['baisable']
"RT @sapiosuccubus: Puceau passé 30 ans ? 

Laisse tomber, t'es irrécupérable. 
Si personne t'a baisé depuis, c'est bien que t'es absolument…",['baisable']
"la phrase qui m’a le plus marquée dans Cyberpunk est : « tu n’es qu’un bout de viande à peine baisable »

ça me hante",['baisable']
"RT @TaraBleiz: @vivelefeu Merci. Avec Pivot, j'avais remarqué en effet que ceux qui dénient à Greta de 16 ans son libre-arbitre sont les mê…",['baisable']
"depuis mes 26 ans, age du rmi, ils me voulaient allongée c'est à dire baisable, sans avenir",['baisable']
"@jattali celui qui nettois les immeubles rentrent dans votre économie du bonheur ? ou vous prévoyez des machines pour le révoquer et le mettre au RSA, qui payera pas ses réparations de bagnoles? tous allongés si j'ai tout compris, comme ces rmistes me voulais à 26 devenu baisable",['baisable']
@SebCTbien Avec ce jeu on voit qui est rentable et donc baisable et qui ne l’est pas...🤷🏻‍♂️,['baisable']
@ZvonimirTV tellement sexy franchement t'ai baisable ^^,['baisable']
RT @fc_pennywise: Ma pp je- juste trop baisable dessus,['baisable']
@Mediavenir Une bonne brochette de biatch 🤡🤡🤡,['biatch']
"Mm qd sa seule source c Skyrock / thé Wire ou Enquête exclusive. 

Please biatch... 

Laissons les raconter des conneries en tt décontraction et excusons nous d'etre des écervelées qui ont rien vu de la vie. 
Leur ego est fragile, faudrait pas le froisser 😇",['biatch']
RT @Dmssdk: Le biatch Twitter ils foutent le demon a tweeter comme des rodvailer,['biatch']
@fxlician Une sacrée biatch toi après parle de moi,['biatch']
Je te prend matin midi et soir biatch comme si t’étais un antibiotique,['biatch']
RT @Dmssdk: Le biatch Twitter ils foutent le demon a tweeter comme des rodvailer,['biatch']
"Ce grapyay raciste, sexiste et homophobe partira demain et laissera son nom dans l'histoire du peuple américain comme le pire président cocoratissime que les États Unis d'Amérique n'a jamais connu. 🚮🚮
Bye biatch!",['biatch']
Si y’a des biatch partout ...,['biatch']
RT @Pelo2L: Qui te dit sa mere n’est pas morte ? Sombre biatch rempli de tune,['biatch']
Qui te dit sa mere n’est pas morte ? Sombre biatch rempli de tune https://t.co/AGstjQ3B57,['biatch']
"@KebabArchimede Le Seigneur des Bifles
500 Bifles ensemble
Mange, bifle, aime
Les Bifles sans visage",['bifle']
@_dieuoff Ça veut dire que c'est bientôt l'heure de la bifle pour toi.,['bifle']
@wassuprichie @NaomiiMckBaabe Une bifle toi,['bifle']
